productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extCardType,extCardSubType,extClass,extPower,extDefenseValue,extTalent,extCost,extPitchValue,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
676322,Blackstone Greaves,Blackstone Greaves,https://tcgplayer-cdn.tcgplayer.com/product/676322_200w.jpg,62,24532,https://cpt.tcgcsv.com/sxq7,2026-01-31T16:13:10.807,1,Rare,PEN096,,,,,,,,,,,,,,,
676323,Sigil Of Silphidae (Blue),Sigil Of Silphidae Blue,https://tcgplayer-cdn.tcgplayer.com/product/676323_200w.jpg,62,24532,https://cpt.tcgcsv.com/txq7,2026-01-31T16:13:10.963,1,Rare,PEN099,,,,,,,,,,,,,,,
676324,Runic Fellingsong (Red),Runic Fellingsong Red,https://tcgplayer-cdn.tcgplayer.com/product/676324_200w.jpg,62,24532,https://cpt.tcgcsv.com/vxq7,2026-01-31T16:13:11.137,1,Common,PEN100,,,,,,,,,,,,,,,
676325,Runic Fellingsong (Yellow),Runic Fellingsong Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676325_200w.jpg,62,24532,https://cpt.tcgcsv.com/wxq7,2026-01-31T16:13:11.307,1,Common,PEN101,,,,,,,,,,,,,,,
676326,Runic Fellingsong (Blue),Runic Fellingsong Blue,https://tcgplayer-cdn.tcgplayer.com/product/676326_200w.jpg,62,24532,https://cpt.tcgcsv.com/xxq7,2026-01-31T16:13:11.477,1,Common,PEN102,,,,,,,,,,,,,,,
676327,Weeping Battleground (Red),Weeping Battleground Red,https://tcgplayer-cdn.tcgplayer.com/product/676327_200w.jpg,62,24532,https://cpt.tcgcsv.com/zxq7,2026-01-31T16:13:11.667,1,Common,PEN103,,,,,,,,,,,,,,,
676328,Weeping Battleground (Yellow),Weeping Battleground Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676328_200w.jpg,62,24532,https://cpt.tcgcsv.com/Bxq7,2026-01-31T16:13:11.84,1,Common,PEN104,,,,,,,,,,,,,,,
676329,Weeping Battleground (Blue),Weeping Battleground Blue,https://tcgplayer-cdn.tcgplayer.com/product/676329_200w.jpg,62,24532,https://cpt.tcgcsv.com/Cxq7,2026-01-31T16:13:12.013,1,Common,PEN105,,,,,,,,,,,,,,,
676330,Shroud Of The Fate Watcher,Shroud Of The Fate Watcher,https://tcgplayer-cdn.tcgplayer.com/product/676330_200w.jpg,62,24532,https://cpt.tcgcsv.com/Dxq7,2026-01-31T16:13:12.177,1,Rare,PEN107,,,,,,,,,,,,,,,
676331,Robe Of Resourcefulness,Robe Of Resourcefulness,https://tcgplayer-cdn.tcgplayer.com/product/676331_200w.jpg,62,24532,https://cpt.tcgcsv.com/Fxq7,2026-01-31T16:13:12.327,1,Rare,PEN108,,,,,,,,,,,,,,,
676332,Gloves Of Erasure,Gloves Of Erasure,https://tcgplayer-cdn.tcgplayer.com/product/676332_200w.jpg,62,24532,https://cpt.tcgcsv.com/Gxq7,2026-01-31T16:13:12.51,1,Rare,PEN109,,,,,,,,,,,,,,,
676333,Glyph Power Spell (Red),Glyph Power Spell Red,https://tcgplayer-cdn.tcgplayer.com/product/676333_200w.jpg,62,24532,https://cpt.tcgcsv.com/Hxq7,2026-01-31T16:13:12.68,1,Rare,PEN113,,,,,,,,,,,,,,,
676334,Painful Premonition (Red),Painful Premonition Red,https://tcgplayer-cdn.tcgplayer.com/product/676334_200w.jpg,62,24532,https://cpt.tcgcsv.com/Jxq7,2026-01-31T16:13:12.863,1,Common,PEN114,,,,,,,,,,,,,,,
676335,Painful Premonition (Yellow),Painful Premonition Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676335_200w.jpg,62,24532,https://cpt.tcgcsv.com/Kxq7,2026-01-31T16:13:13.033,1,Common,PEN115,,,,,,,,,,,,,,,
676336,Painful Premonition (Blue),Painful Premonition Blue,https://tcgplayer-cdn.tcgplayer.com/product/676336_200w.jpg,62,24532,https://cpt.tcgcsv.com/Lxq7,2026-01-31T16:13:13.223,1,Common,PEN116,,,,,,,,,,,,,,,
676337,Future Sight (Red),Future Sight Red,https://tcgplayer-cdn.tcgplayer.com/product/676337_200w.jpg,62,24532,https://cpt.tcgcsv.com/Mxq7,2026-01-31T16:13:13.397,1,Common,PEN117,,,,,,,,,,,,,,,
676338,Future Sight (Yellow),Future Sight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676338_200w.jpg,62,24532,https://cpt.tcgcsv.com/Nxq7,2026-01-31T16:13:13.587,1,Common,PEN118,,,,,,,,,,,,,,,
676339,Future Sight (Blue),Future Sight Blue,https://tcgplayer-cdn.tcgplayer.com/product/676339_200w.jpg,62,24532,https://cpt.tcgcsv.com/Pxq7,2026-01-31T16:13:13.783,1,Common,PEN119,,,,,,,,,,,,,,,
676340,Embody Greatness (Yellow),Embody Greatness Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676340_200w.jpg,62,24532,https://cpt.tcgcsv.com/Qxq7,2026-01-31T16:13:13.97,1,Rare,PEN121,,,,,,,,,,,,,,,
676341,Silken Shroud,Silken Shroud,https://tcgplayer-cdn.tcgplayer.com/product/676341_200w.jpg,62,24532,https://cpt.tcgcsv.com/Rxq7,2026-01-31T16:13:14.157,1,Rare,PEN123,,,,,,,,,,,,,,,
676342,Silken Shawl,Silken Shawl,https://tcgplayer-cdn.tcgplayer.com/product/676342_200w.jpg,62,24532,https://cpt.tcgcsv.com/Sxq7,2026-01-31T16:13:14.343,1,Rare,PEN124,,,,,,,,,,,,,,,
676343,Silken Symphony,Silken Symphony,https://tcgplayer-cdn.tcgplayer.com/product/676343_200w.jpg,62,24532,https://cpt.tcgcsv.com/Txq7,2026-01-31T16:13:14.543,1,Rare,PEN125,,,,,,,,,,,,,,,
676344,Silken Slippers,Silken Slippers,https://tcgplayer-cdn.tcgplayer.com/product/676344_200w.jpg,62,24532,https://cpt.tcgcsv.com/Vxq7,2026-01-31T16:13:14.74,1,Rare,PEN126,,,,,,,,,,,,,,,
676345,Shimmering Mirage (Blue),Shimmering Mirage Blue,https://tcgplayer-cdn.tcgplayer.com/product/676345_200w.jpg,62,24532,https://cpt.tcgcsv.com/Wxq7,2026-01-31T16:13:14.93,1,Rare,PEN129,,,,,,,,,,,,,,,
676346,Power Of Make Believe (Red),Power Of Make Believe Red,https://tcgplayer-cdn.tcgplayer.com/product/676346_200w.jpg,62,24532,https://cpt.tcgcsv.com/Xxq7,2026-01-31T16:13:15.133,1,Common,PEN130,,,,,,,,,,,,,,,
676347,Power Of Make Believe (Yellow),Power Of Make Believe Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676347_200w.jpg,62,24532,https://cpt.tcgcsv.com/Zxq7,2026-01-31T16:13:15.347,1,Common,PEN131,,,,,,,,,,,,,,,
676348,Power Of Make Believe (Blue),Power Of Make Believe Blue,https://tcgplayer-cdn.tcgplayer.com/product/676348_200w.jpg,62,24532,https://cpt.tcgcsv.com/-xq7,2026-01-31T16:13:15.62,1,Common,PEN132,,,,,,,,,,,,,,,
676349,Shimmering Specter (Red),Shimmering Specter Red,https://tcgplayer-cdn.tcgplayer.com/product/676349_200w.jpg,62,24532,https://cpt.tcgcsv.com/_xq7,2026-01-31T16:13:15.853,1,Common,PEN133,,,,,,,,,,,,,,,
676350,Shimmering Specter (Yellow),Shimmering Specter Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676350_200w.jpg,62,24532,https://cpt.tcgcsv.com/0zq7,2026-01-31T16:13:16.087,1,Common,PEN134,,,,,,,,,,,,,,,
676351,Shimmering Specter (Blue),Shimmering Specter Blue,https://tcgplayer-cdn.tcgplayer.com/product/676351_200w.jpg,62,24532,https://cpt.tcgcsv.com/2zq7,2026-01-31T16:13:16.307,1,Common,PEN135,,,,,,,,,,,,,,,
676352,Graven Cowl,Graven Cowl,https://tcgplayer-cdn.tcgplayer.com/product/676352_200w.jpg,62,24532,https://cpt.tcgcsv.com/3zq7,2026-01-31T16:13:16.54,1,Rare,PEN137,,,,,,,,,,,,,,,
676353,Graven Vestment,Graven Vestment,https://tcgplayer-cdn.tcgplayer.com/product/676353_200w.jpg,62,24532,https://cpt.tcgcsv.com/5zq7,2026-01-31T16:13:16.743,1,Rare,PEN138,,,,,,,,,,,,,,,
676354,Graven Gloves,Graven Gloves,https://tcgplayer-cdn.tcgplayer.com/product/676354_200w.jpg,62,24532,https://cpt.tcgcsv.com/6zq7,2026-01-31T16:13:16.957,1,Rare,PEN139,,,,,,,,,,,,,,,
676355,Graven Walkers,Graven Walkers,https://tcgplayer-cdn.tcgplayer.com/product/676355_200w.jpg,62,24532,https://cpt.tcgcsv.com/7zq7,2026-01-31T16:13:17.16,1,Rare,PEN140,,,,,,,,,,,,,,,
676356,Mist Hunter (Red),Mist Hunter Red,https://tcgplayer-cdn.tcgplayer.com/product/676356_200w.jpg,62,24532,https://cpt.tcgcsv.com/8zq7,2026-01-31T16:13:17.373,1,Rare,PEN143,,,,,,,,,,,,,,,
676357,Excessive Bloodloss (Red),Excessive Bloodloss Red,https://tcgplayer-cdn.tcgplayer.com/product/676357_200w.jpg,62,24532,https://cpt.tcgcsv.com/9zq7,2026-01-31T16:13:17.597,1,Common,PEN144,,,,,,,,,,,,,,,
676358,Excessive Bloodloss (Yellow),Excessive Bloodloss Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676358_200w.jpg,62,24532,https://cpt.tcgcsv.com/bzq7,2026-01-31T16:13:17.847,1,Common,PEN145,,,,,,,,,,,,,,,
676359,Excessive Bloodloss (Blue),Excessive Bloodloss Blue,https://tcgplayer-cdn.tcgplayer.com/product/676359_200w.jpg,62,24532,https://cpt.tcgcsv.com/czq7,2026-01-31T16:13:18.113,1,Common,PEN146,,,,,,,,,,,,,,,
676360,Knife Through (Red),Knife Through Red,https://tcgplayer-cdn.tcgplayer.com/product/676360_200w.jpg,62,24532,https://cpt.tcgcsv.com/dzq7,2026-01-31T16:13:18.357,1,Common,PEN147,,,,,,,,,,,,,,,
676361,Knife Through (Yellow),Knife Through Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676361_200w.jpg,62,24532,https://cpt.tcgcsv.com/fzq7,2026-01-31T16:13:18.617,1,Common,PEN148,,,,,,,,,,,,,,,
676362,Knife Through (Blue),Knife Through Blue,https://tcgplayer-cdn.tcgplayer.com/product/676362_200w.jpg,62,24532,https://cpt.tcgcsv.com/gzq7,2026-01-31T16:13:18.863,1,Common,PEN149,,,,,,,,,,,,,,,
676363,Song Of Larinkmorth White (Blue),Song Of Larinkmorth White Blue,https://tcgplayer-cdn.tcgplayer.com/product/676363_200w.jpg,62,24532,https://cpt.tcgcsv.com/hzq7,2026-01-31T16:13:19.097,1,Rare,PEN150,,,,,,,,,,,,,,,
676364,Carrion Crown,Carrion Crown,https://tcgplayer-cdn.tcgplayer.com/product/676364_200w.jpg,62,24532,https://cpt.tcgcsv.com/jzq7,2026-01-31T16:13:19.343,1,Rare,PEN152,,,,,,,,,,,,,,,
676365,Mournful Casket,Mournful Casket,https://tcgplayer-cdn.tcgplayer.com/product/676365_200w.jpg,62,24532,https://cpt.tcgcsv.com/kzq7,2026-01-31T16:13:19.587,1,Rare,PEN153,,,,,,,,,,,,,,,
676366,Reach Beyond The Grave,Reach Beyond The Grave,https://tcgplayer-cdn.tcgplayer.com/product/676366_200w.jpg,62,24532,https://cpt.tcgcsv.com/lzq7,2026-01-31T16:13:19.86,1,Rare,PEN154,,,,,,,,,,,,,,,
676367,Scuttle Toes,Scuttle Toes,https://tcgplayer-cdn.tcgplayer.com/product/676367_200w.jpg,62,24532,https://cpt.tcgcsv.com/mzq7,2026-01-31T16:13:20.13,1,Rare,PEN155,,,,,,,,,,,,,,,
676368,Beneath The Surface (Yellow),Beneath The Surface Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676368_200w.jpg,62,24532,https://cpt.tcgcsv.com/nzq7,2026-01-31T16:13:20.413,1,Rare,PEN158,,,,,,,,,,,,,,,
676369,Man Overboard (Red),Man Overboard Red,https://tcgplayer-cdn.tcgplayer.com/product/676369_200w.jpg,62,24532,https://cpt.tcgcsv.com/pzq7,2026-01-31T16:13:20.667,1,Common,PEN159,,,,,,,,,,,,,,,
676370,Man Overboard (Yellow),Man Overboard Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676370_200w.jpg,62,24532,https://cpt.tcgcsv.com/qzq7,2026-01-31T16:13:20.92,1,Common,PEN160,,,,,,,,,,,,,,,
676371,Man Overboard (Blue),Man Overboard Blue,https://tcgplayer-cdn.tcgplayer.com/product/676371_200w.jpg,62,24532,https://cpt.tcgcsv.com/rzq7,2026-01-31T16:13:21.16,1,Common,PEN161,,,,,,,,,,,,,,,
676372,Tentacular Toll (Red),Tentacular Toll Red,https://tcgplayer-cdn.tcgplayer.com/product/676372_200w.jpg,62,24532,https://cpt.tcgcsv.com/szq7,2026-01-31T16:13:21.427,1,Common,PEN162,,,,,,,,,,,,,,,
676373,Tentacular Toll (Yellow),Tentacular Toll Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676373_200w.jpg,62,24532,https://cpt.tcgcsv.com/tzq7,2026-01-31T16:13:21.677,1,Common,PEN163,,,,,,,,,,,,,,,
676374,Tentacular Toll (Blue),Tentacular Toll Blue,https://tcgplayer-cdn.tcgplayer.com/product/676374_200w.jpg,62,24532,https://cpt.tcgcsv.com/vzq7,2026-01-31T16:13:21.953,1,Common,PEN164,,,,,,,,,,,,,,,
676375,Skywarden No(Red)6(Red)80(Blue) (Yellow),Skywarden NoRed6Red80Blue Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676375_200w.jpg,62,24532,https://cpt.tcgcsv.com/wzq7,2026-01-31T16:13:22.203,1,Rare,PEN165,,,,,,,,,,,,,,,
676376,Shallow Water Shark Harpoon (Yellow),Shallow Water Shark Harpoon Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676376_200w.jpg,62,24532,https://cpt.tcgcsv.com/xzq7,2026-01-31T16:13:22.503,1,Rare,PEN166,,,,,,,,,,,,,,,
676377,Break Open The Chests (Yellow),Break Open The Chests Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676377_200w.jpg,62,24532,https://cpt.tcgcsv.com/zzq7,2026-01-31T16:13:22.857,1,Rare,PEN170,,,,,,,,,,,,,,,
676378,Lighten The Load (Red),Lighten The Load Red,https://tcgplayer-cdn.tcgplayer.com/product/676378_200w.jpg,62,24532,https://cpt.tcgcsv.com/Bzq7,2026-01-31T16:13:23.137,1,Common,PEN171,,,,,,,,,,,,,,,
676379,Lighten The Load (Yellow),Lighten The Load Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676379_200w.jpg,62,24532,https://cpt.tcgcsv.com/Czq7,2026-01-31T16:13:23.397,1,Common,PEN172,,,,,,,,,,,,,,,
676380,Lighten The Load (Blue),Lighten The Load Blue,https://tcgplayer-cdn.tcgplayer.com/product/676380_200w.jpg,62,24532,https://cpt.tcgcsv.com/Dzq7,2026-01-31T16:13:23.737,1,Common,PEN173,,,,,,,,,,,,,,,
676381,Submerge (Red),Submerge Red,https://tcgplayer-cdn.tcgplayer.com/product/676381_200w.jpg,62,24532,https://cpt.tcgcsv.com/Fzq7,2026-01-31T16:13:24.027,1,Common,PEN174,,,,,,,,,,,,,,,
676382,Submerge (Yellow),Submerge Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676382_200w.jpg,62,24532,https://cpt.tcgcsv.com/Gzq7,2026-01-31T16:13:24.29,1,Common,PEN175,,,,,,,,,,,,,,,
676383,Submerge (Blue),Submerge Blue,https://tcgplayer-cdn.tcgplayer.com/product/676383_200w.jpg,62,24532,https://cpt.tcgcsv.com/Hzq7,2026-01-31T16:13:24.567,1,Common,PEN176,,,,,,,,,,,,,,,
676384,Herald Of Victoria (Yellow),Herald Of Victoria Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676384_200w.jpg,62,24532,https://cpt.tcgcsv.com/Jzq7,2026-01-31T16:13:24.853,1,Rare,PEN177,,,,,,,,,,,,,,,
676385,Roaring Beam (Yellow),Roaring Beam Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676385_200w.jpg,62,24532,https://cpt.tcgcsv.com/Kzq7,2026-01-31T16:13:25.143,1,Rare,PEN178,,,,,,,,,,,,,,,
676386,Solray Plating,Solray Plating,https://tcgplayer-cdn.tcgplayer.com/product/676386_200w.jpg,62,24532,https://cpt.tcgcsv.com/Lzq7,2026-01-31T16:13:25.4,1,Rare,PEN180,,,,,,,,,,,,,,,
676387,Blessing Of Themis (Yellow),Blessing Of Themis Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676387_200w.jpg,62,24532,https://cpt.tcgcsv.com/Mzq7,2026-01-31T16:13:25.65,1,Rare,PEN182,,,,,,,,,,,,,,,
676388,Duty Bound Blitz (Red),Duty Bound Blitz Red,https://tcgplayer-cdn.tcgplayer.com/product/676388_200w.jpg,62,24532,https://cpt.tcgcsv.com/Nzq7,2026-01-31T16:13:25.917,1,Common,PEN183,,,,,,,,,,,,,,,
676389,Duty Bound Blitz (Yellow),Duty Bound Blitz Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676389_200w.jpg,62,24532,https://cpt.tcgcsv.com/Pzq7,2026-01-31T16:13:26.197,1,Common,PEN184,,,,,,,,,,,,,,,
676390,Duty Bound Blitz (Blue),Duty Bound Blitz Blue,https://tcgplayer-cdn.tcgplayer.com/product/676390_200w.jpg,62,24532,https://cpt.tcgcsv.com/Qzq7,2026-01-31T16:13:26.463,1,Common,PEN185,,,,,,,,,,,,,,,
676391,Soul Bond Belief (Red),Soul Bond Belief Red,https://tcgplayer-cdn.tcgplayer.com/product/676391_200w.jpg,62,24532,https://cpt.tcgcsv.com/Rzq7,2026-01-31T16:13:26.76,1,Common,PEN186,,,,,,,,,,,,,,,
676392,Soul Bond Belief (Yellow),Soul Bond Belief Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676392_200w.jpg,62,24532,https://cpt.tcgcsv.com/Szq7,2026-01-31T16:13:27.053,1,Common,PEN187,,,,,,,,,,,,,,,
676393,Soul Bond Belief (Blue),Soul Bond Belief Blue,https://tcgplayer-cdn.tcgplayer.com/product/676393_200w.jpg,62,24532,https://cpt.tcgcsv.com/Tzq7,2026-01-31T16:13:27.367,1,Common,PEN188,,,,,,,,,,,,,,,
676394,Pound Of Flesh (Blue),Pound Of Flesh Blue,https://tcgplayer-cdn.tcgplayer.com/product/676394_200w.jpg,62,24532,https://cpt.tcgcsv.com/Vzq7,2026-01-31T16:13:27.68,1,Rare,PEN189,,,,,,,,,,,,,,,
676395,Deep Recesses Of Existence (Blue),Deep Recesses Of Existence Blue,https://tcgplayer-cdn.tcgplayer.com/product/676395_200w.jpg,62,24532,https://cpt.tcgcsv.com/Wzq7,2026-01-31T16:13:27.963,1,Rare,PEN190,,,,,,,,,,,,,,,
676396,Embraforged Gauntlet,Embraforged Gauntlet,https://tcgplayer-cdn.tcgplayer.com/product/676396_200w.jpg,62,24532,https://cpt.tcgcsv.com/Xzq7,2026-01-31T16:13:28.277,1,Rare,PEN192,,,,,,,,,,,,,,,
676397,Engulfing Shadows (Yellow),Engulfing Shadows Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676397_200w.jpg,62,24532,https://cpt.tcgcsv.com/Zzq7,2026-01-31T16:13:28.53,1,Rare,PEN194,,,,,,,,,,,,,,,
676398,Depths Of Despair (Red),Depths Of Despair Red,https://tcgplayer-cdn.tcgplayer.com/product/676398_200w.jpg,62,24532,https://cpt.tcgcsv.com/-zq7,2026-01-31T16:13:28.837,1,Common,PEN195,,,,,,,,,,,,,,,
676399,Depths Of Despair (Yellow),Depths Of Despair Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676399_200w.jpg,62,24532,https://cpt.tcgcsv.com/_zq7,2026-01-31T16:13:29.15,1,Common,PEN196,,,,,,,,,,,,,,,
676400,Depths Of Despair (Blue),Depths Of Despair Blue,https://tcgplayer-cdn.tcgplayer.com/product/676400_200w.jpg,62,24532,https://cpt.tcgcsv.com/0Bq7,2026-01-31T16:13:29.473,1,Common,PEN197,,,,,,,,,,,,,,,
676401,Fasting Carcass (Red),Fasting Carcass Red,https://tcgplayer-cdn.tcgplayer.com/product/676401_200w.jpg,62,24532,https://cpt.tcgcsv.com/2Bq7,2026-01-31T16:13:29.793,1,Common,PEN198,,,,,,,,,,,,,,,
676402,Fasting Carcass (Yellow),Fasting Carcass Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676402_200w.jpg,62,24532,https://cpt.tcgcsv.com/3Bq7,2026-01-31T16:13:30.077,1,Common,PEN199,,,,,,,,,,,,,,,
676403,Fasting Carcass (Blue),Fasting Carcass Blue,https://tcgplayer-cdn.tcgplayer.com/product/676403_200w.jpg,62,24532,https://cpt.tcgcsv.com/5Bq7,2026-01-31T16:13:30.38,1,Common,PEN200,,,,,,,,,,,,,,,
676404,Seeds Of Strength (Red),Seeds Of Strength Red,https://tcgplayer-cdn.tcgplayer.com/product/676404_200w.jpg,62,24532,https://cpt.tcgcsv.com/6Bq7,2026-01-31T16:13:30.663,1,Rare,PEN201,,,,,,,,,,,,,,,
676405,Arc Bending (Red),Arc Bending Red,https://tcgplayer-cdn.tcgplayer.com/product/676405_200w.jpg,62,24532,https://cpt.tcgcsv.com/7Bq7,2026-01-31T16:13:30.977,1,Rare,PEN202,,,,,,,,,,,,,,,
676406,Verdant Tide (Red),Verdant Tide Red,https://tcgplayer-cdn.tcgplayer.com/product/676406_200w.jpg,62,24532,https://cpt.tcgcsv.com/8Bq7,2026-01-31T16:13:31.357,1,Rare,PEN203,,,,,,,,,,,,,,,
676407,Voltic Veil (Red),Voltic Veil Red,https://tcgplayer-cdn.tcgplayer.com/product/676407_200w.jpg,62,24532,https://cpt.tcgcsv.com/9Bq7,2026-01-31T16:13:31.697,1,Rare,PEN204,,,,,,,,,,,,,,,
676408,Laden With Earth (Red),Laden With Earth Red,https://tcgplayer-cdn.tcgplayer.com/product/676408_200w.jpg,62,24532,https://cpt.tcgcsv.com/bBq7,2026-01-31T16:13:32.033,1,Common,PEN210,,,,,,,,,,,,,,,
676409,Laden With Frost (Red),Laden With Frost Red,https://tcgplayer-cdn.tcgplayer.com/product/676409_200w.jpg,62,24532,https://cpt.tcgcsv.com/cBq7,2026-01-31T16:13:32.37,1,Common,PEN211,,,,,,,,,,,,,,,
676410,Laden With Lightning (Red),Laden With Lightning Red,https://tcgplayer-cdn.tcgplayer.com/product/676410_200w.jpg,62,24532,https://cpt.tcgcsv.com/dBq7,2026-01-31T16:13:32.693,1,Common,PEN212,,,,,,,,,,,,,,,
676411,Chorus Of Rotwood (Red),Chorus Of Rotwood Red,https://tcgplayer-cdn.tcgplayer.com/product/676411_200w.jpg,62,24532,https://cpt.tcgcsv.com/fBq7,2026-01-31T16:13:33.03,1,Rare,PEN213,,,,,,,,,,,,,,,
676412,Sowing Thorns (Red),Sowing Thorns Red,https://tcgplayer-cdn.tcgplayer.com/product/676412_200w.jpg,62,24532,https://cpt.tcgcsv.com/gBq7,2026-01-31T16:13:33.387,1,Rare,PEN214,,,,,,,,,,,,,,,
676413,Limbs Of Lignum Vitae,Limbs Of Lignum Vitae,https://tcgplayer-cdn.tcgplayer.com/product/676413_200w.jpg,62,24532,https://cpt.tcgcsv.com/hBq7,2026-01-31T16:13:33.723,1,Rare,PEN216,,,,,,,,,,,,,,,
676414,Doubling Season (Red),Doubling Season Red,https://tcgplayer-cdn.tcgplayer.com/product/676414_200w.jpg,62,24532,https://cpt.tcgcsv.com/jBq7,2026-01-31T16:13:34.017,1,Rare,PEN218,,,,,,,,,,,,,,,
676415,Oath Of Oak (Red),Oath Of Oak Red,https://tcgplayer-cdn.tcgplayer.com/product/676415_200w.jpg,62,24532,https://cpt.tcgcsv.com/kBq7,2026-01-31T16:13:34.387,1,Common,PEN219,,,,,,,,,,,,,,,
676416,Oath Of Oak (Yellow),Oath Of Oak Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676416_200w.jpg,62,24532,https://cpt.tcgcsv.com/lBq7,2026-01-31T16:13:34.71,1,Common,PEN220,,,,,,,,,,,,,,,
676417,Oath Of Oak (Blue),Oath Of Oak Blue,https://tcgplayer-cdn.tcgplayer.com/product/676417_200w.jpg,62,24532,https://cpt.tcgcsv.com/mBq7,2026-01-31T16:13:35.35,1,Common,PEN221,,,,,,,,,,,,,,,
676418,Sprout Strength (Red),Sprout Strength Red,https://tcgplayer-cdn.tcgplayer.com/product/676418_200w.jpg,62,24532,https://cpt.tcgcsv.com/nBq7,2026-01-31T16:13:35.687,1,Common,PEN222,,,,,,,,,,,,,,,
676419,Sprout Strength (Yellow),Sprout Strength Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676419_200w.jpg,62,24532,https://cpt.tcgcsv.com/pBq7,2026-01-31T16:13:36.02,1,Common,PEN223,,,,,,,,,,,,,,,
676420,Sprout Strength (Blue),Sprout Strength Blue,https://tcgplayer-cdn.tcgplayer.com/product/676420_200w.jpg,62,24532,https://cpt.tcgcsv.com/qBq7,2026-01-31T16:13:36.337,1,Common,PEN224,,,,,,,,,,,,,,,
676421,Monolith Of Galcia (Blue),Monolith Of Galcia Blue,https://tcgplayer-cdn.tcgplayer.com/product/676421_200w.jpg,62,24532,https://cpt.tcgcsv.com/rBq7,2026-01-31T16:13:36.677,1,Rare,PEN225,,,,,,,,,,,,,,,
676422,Shattering Grasp,Shattering Grasp,https://tcgplayer-cdn.tcgplayer.com/product/676422_200w.jpg,62,24532,https://cpt.tcgcsv.com/sBq7,2026-01-31T16:13:37.06,1,Rare,PEN228,,,,,,,,,,,,,,,
676423,Channel Galcias Cradle (Blue),Channel Galcias Cradle Blue,https://tcgplayer-cdn.tcgplayer.com/product/676423_200w.jpg,62,24532,https://cpt.tcgcsv.com/tBq7,2026-01-31T16:13:37.4,1,Rare,PEN230,,,,,,,,,,,,,,,
676424,Conquer The Icy Terrain (Red),Conquer The Icy Terrain Red,https://tcgplayer-cdn.tcgplayer.com/product/676424_200w.jpg,62,24532,https://cpt.tcgcsv.com/vBq7,2026-01-31T16:13:37.72,1,Common,PEN231,,,,,,,,,,,,,,,
676425,Conquer The Icy Terrain (Yellow),Conquer The Icy Terrain Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676425_200w.jpg,62,24532,https://cpt.tcgcsv.com/wBq7,2026-01-31T16:13:38.097,1,Common,PEN232,,,,,,,,,,,,,,,
676426,Conquer The Icy Terrain (Blue),Conquer The Icy Terrain Blue,https://tcgplayer-cdn.tcgplayer.com/product/676426_200w.jpg,62,24532,https://cpt.tcgcsv.com/xBq7,2026-01-31T16:13:38.45,1,Common,PEN233,,,,,,,,,,,,,,,
676427,Put On Ice (Red),Put On Ice Red,https://tcgplayer-cdn.tcgplayer.com/product/676427_200w.jpg,62,24532,https://cpt.tcgcsv.com/zBq7,2026-01-31T16:13:38.86,1,Common,PEN234,,,,,,,,,,,,,,,
676428,Put On Ice (Yellow),Put On Ice Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676428_200w.jpg,62,24532,https://cpt.tcgcsv.com/BBq7,2026-01-31T16:13:39.22,1,Common,PEN235,,,,,,,,,,,,,,,
676429,Put On Ice (Blue),Put On Ice Blue,https://tcgplayer-cdn.tcgplayer.com/product/676429_200w.jpg,62,24532,https://cpt.tcgcsv.com/CBq7,2026-01-31T16:13:39.593,1,Common,PEN236,,,,,,,,,,,,,,,
676430,Sigil Of Voltaris (Blue),Sigil Of Voltaris Blue,https://tcgplayer-cdn.tcgplayer.com/product/676430_200w.jpg,62,24532,https://cpt.tcgcsv.com/DBq7,2026-01-31T16:13:39.957,1,Rare,PEN237,,,,,,,,,,,,,,,
